"Country","Year","CO2 emissions (metric tons per capita)","Electric power consumption (kWh per capita)","Energy use (kg of oil equivalent per capita)","Fertility rate, total (births per woman)","GNI per capita, Atlas method (current US$)","Internet users (per 1,000 people)","Life expectancy at birth, total (years)","Military expenditure (% of GDP)","Population, total","Prevalence of HIV, total (% of population ages 15-49)"
"Switzerland",2003,5.5,8192.99,3661.28,1.41,"41930",449.66,80.49,1.02,"7338958","0.43"
"Switzerland",2004,0,8203.98,3671.79,1.42,"49860",473.64,81.09,0.98,"7389581",""
"Switzerland",2005,0,0,0,1.42,"55320",497.51,81.24,0.96,"7437100","0.4"
"Korea, Rep.",2000,9.09,5270.22,4060.85,1.47,"9.80E+03",405.04,75.86,2.5,"4.70E+07",""
"Korea, Rep.",2001,9.18,5606.24,4092.01,1.3,"1.06E+04",514.85,76.34,2.49,"4.74E+07",""
"Korea, Rep.",2002,9.35,6689.7,4239.66,1.17,"1.13E+04",551.72,76.82,2.44,"4.76E+07",""
"Korea, Rep.",2003,9.53,7018.34,4311.4,1.19,"1.21E+04",610.67,77.26,2.44,"4.78E+07","0.1"
"Korea, Rep.",2004,0,7390.89,4430.85,1.16,"1.40E+04",656.79,77.47,2.43,"4.81E+07",""
"Korea, Rep.",2005,0,0,0,1.08,"1.59E+04",683.52,77.57,2.57,"4.83E+07","0.1"
"Vanuatu",2000,0.42,0,0,4.33,"1240",20.89,67.74,0,"191457",""
"Vanuatu",2001,0.43,0,0,0,"1210",28.16,0,0,"195341",""
"Vanuatu",2002,0.42,0,0,4.15,"1060",35.12,68.52,0,"199293",""
"Vanuatu",2003,0.43,0,0,0,"1170",36.89,0,0,"203299",""
"Vanuatu",2004,0,0,0,0,"1410",36.17,0,0,"207331",""
"Vanuatu",2005,0,0,0,3.87,"1620",37.85,69.49,0,"211367",""
"Malaysia",2000,5.49,2774.08,2122.78,3.06,"3.43E+03",216.42,72.63,1.7,"2.30E+07",""
"Malaysia",2001,5.78,2944.24,2191.98,0,"3.46E+03",270.16,0,2.2,"2.35E+07",""
"Malaysia",2002,5.89,2968.26,2188.4,2.93,"3.60E+03",327.15,73.07,2.35,"2.40E+07",""
"Malaysia",2003,6.4,3060.54,2318.43,0,"3.95E+03",353.69,0,2.77,"2.44E+07","0.41"
"Malaysia",2004,0,3165.52,2279.02,0,"4.53E+03",396.83,0,2.31,"2.49E+07",""
"Malaysia",2005,0,0,0,2.74,"4.97E+03",434.6,73.7,1.9,"2.53E+07","0.47"
"Aruba",2000,0,0,0,0,"",0,0,0,"",""
"Aruba",2001,0,0,0,0,"",0,0,0,"",""
"Aruba",2002,0,0,0,0,"",0,0,0,"",""
"Aruba",2003,21.76,0,0,0,"",0,0,0,"99000",""
"Aruba",2004,0,0,0,0,"",0,0,0,"99000",""
"Aruba",2005,0,0,0,0,"",0,0,0,"100300",""
"St. Kitts and Nevis",2000,2.32,0,0,2.22,"6490",60.97,70.82,0,"44286",""
"St. Kitts and Nevis",2001,2.22,0,0,0,"6330",78.07,0,0,"46111",""
"St. Kitts and Nevis",2002,2.43,0,0,2.11,"6380",214.09,71.34,0,"46710",""
"St. Kitts and Nevis",2003,2.67,0,0,0,"6820",0,0,0,"46710",""
"St. Kitts and Nevis",2004,0,0,0,0,"7840",0,0,0,"46984.81",""
"St. Kitts and Nevis",2005,0,0,0,0,"8250",0,0,0,"48000",""
"Albania",2000,0.7,1197.67,550.33,2.34,"1180",1.14,74.72,1.23,"3061775",""
"Albania",2001,0.76,1159.03,559.29,0,"1340",3.26,0,1.3,"3066367",""
"Albania",2002,0.83,1460.2,631.65,2.29,"1400",3.9,75.02,1.32,"3077664",""
"Albania",2003,0.98,1310.73,673.63,0,"1650",9.7,0,1.36,"3093700","0.2"
"Albania",2004,0,1199.98,760.03,1.79,"2090",24.1,0,1.26,"3111720",""
"Albania",2005,0,0,0,1.78,"2580",60.07,75.48,1.41,"3129678","0.2"
"South Africa",2000,7.41,4416.57,2565.8,2.89,"3.05E+03",54.55,47.81,1.42,"4.40E+07",""
"South Africa",2001,7.41,4374.97,2593.23,2.86,"2.83E+03",64.49,0,1.52,"4.48E+07",""
"South Africa",2002,7.85,4548.42,2511.04,2.84,"2.64E+03",68.4,46.48,1.55,"4.53E+07","15.6"
"South Africa",2003,7.94,4755.82,2658.11,2.82,"2.87E+03",72.54,45.53,1.55,"4.58E+07","18.61"
"South Africa",2004,0,4884.79,2828.64,2.8,"3.63E+03",76.92,44.61,1.4,"4.64E+07",""
"South Africa",2005,0,0,0,2.78,"4.82E+03",108.77,47.66,1.41,"4.69E+07","18.78"
"South Asia",2000,0.97,361.89,460.46,3.31,"4.44E+02",4.58,62.61,3.07,"1.35E+09",""
"South Asia",2001,0.96,364.32,460.91,0,"4.55E+02",5.86,0,3.02,"1.37E+09",""
"South Asia",2002,0.99,376.12,464.53,3.16,"4.59E+02",12.93,63.13,2.94,"1.40E+09",""
"South Asia",2003,1.01,393.48,471.3,0,"5.14E+02",19.08,0,2.81,"1.42E+09","0.7"
"South Asia",2004,0,413.8,485.87,0,"6.00E+02",31.64,0,2.92,"1.45E+09",""
"South Asia",2005,0,0,0,3.06,"6.93E+02",49,63.48,2.81,"1.47E+09","0.72"
"St. Lucia",2000,2.07,0,0,2,"4140",51.28,71.11,0,"155996",""
"St. Lucia",2001,1.97,0,0,0,"3860",82.27,73.95,0,"158018",""
"St. Lucia",2002,1.91,0,0,2.1,"3980",0,73.71,0,"159133",""
"St. Lucia",2003,2.03,0,0,0,"4170",211.68,0,0,"160620",""
"St. Lucia",2004,0,0,0,2.08,"4580",338.6,0,0,"162434",""
"St. Lucia",2005,0,0,0,2.07,"4920",0,74.17,0,"164791",""
"Upper middle income",2000,5.18,2865.55,2125.49,2.12,"3588.89",47.15,69.07,1.96,"7.74E+08",""
"Upper middle income",2001,5.16,2858.59,2134.93,0,"3477.53",65.54,0,2.05,"7.81E+08",""
"Upper middle income",2002,5.14,2888.66,2129.39,2.07,"3399.41",94.48,69.32,2.15,"7.86E+08",""
"Upper middle income",2003,5.28,2980.3,2182.04,0,"3624.69",119.1,0,2.1,"7.93E+08","1.6"
"Upper middle income",2004,0,3069.54,2221.38,0,"4255.53",149.06,0,1.96,"7.98E+08",""
"Upper middle income",2005,0,0,0,2.01,"5053.28",194.02,70.01,1.89,"8.04E+08","1.6"
"Lower middle income",2000,2.24,966.59,916.83,2.24,"1.05E+03",15.96,69.12,2.12,"2.15E+09",""
"Lower middle income",2001,2.35,1021.95,918.82,0,"1.11E+03",24.41,0,2.24,"2.17E+09",""
"Lower middle income",2002,2.61,1102.17,965.82,2.21,"1.18E+03",41.2,69.55,2.17,"2.20E+09",""
"Lower middle income",2003,2.88,1232.56,1048.47,0,"1.33E+03",56.45,0,2.18,"2.22E+09","0.28"
"Lower middle income",2004,0,1373.64,1159.34,0,"1.55E+03",69.09,0,2.16,"2.24E+09",""
"Lower middle income",2005,0,0,0,2.14,"1.78E+03",85.76,70.56,2.08,"2.26E+09","0.3"
"San Marino",2000,0,0,0,0,"",0,0,0,"",""
"San Marino",2001,0,0,0,0,"",0,0,0,"",""
"San Marino",2002,0,0,0,0,"",0,0,0,"",""
"San Marino",2003,0,0,0,0,"",0,0,0,"",""
"San Marino",2004,0,0,0,0,"",535.71,0,0,"28000",""
"San Marino",2005,0,0,0,0,"",0,0,0,"28200",""
"Austria",2000,7.57,7107.48,3616.27,1.36,"26010",337.01,78.04,0.83,"8011561",""
"Austria",2001,8,7373.23,3815.73,1.33,"24500",391.64,78.53,0.77,"8043016",""
"Austria",2002,8.06,7434.77,3847.15,1.4,"24130",413.18,78.69,0.75,"8083640",""
"Austria",2003,8.66,7729.06,4069.33,1.38,"27180",459.48,78.69,0.78,"8117800","0.29"
"Austria",2004,0,7850.07,4059.84,1.42,"32590",477.08,79.22,0.76,"8174700",""
"Austria",2005,0,0,0,1.41,"37190",485.83,79.38,0.74,"8233300","0.29"
"American Samoa",2000,0,0,0,0,"",0,0,0,"",""
"American Samoa",2001,0,0,0,0,"",0,0,0,"",""
"American Samoa",2002,0,0,0,0,"",0,0,0,"",""
"American Samoa",2003,5.14,0,0,0,"",0,0,0,"57000",""
"American Samoa",2004,0,0,0,0,"",0,0,0,"57000",""
"American Samoa",2005,0,0,0,0,"",0,0,0,"58300",""
"Monaco",2000,0,0,0,0,"",0,0,0,"",""
"Monaco",2001,0,0,0,0,"",0,0,0,"",""
"Monaco",2002,0,0,0,0,"",0,0,0,"",""
"Monaco",2003,0,0,0,0,"",0,0,0,"32300",""
"Monaco",2004,0,0,0,0,"",0,0,0,"32400",""
"Monaco",2005,0,0,0,0,"",0,0,0,"32500",""
"Mauritania",2000,0.94,0,0,5.87,"460",1.89,51.66,1.63,"2644513",""
"Mauritania",2001,0.93,0,0,0,"410",2.57,0,1.53,"2724097",""
"Mauritania",2002,0.88,0,0,5.79,"440",3.56,52.46,1.57,"2807142",""
"Mauritania",2003,0.86,0,0,0,"450",4.15,0,1.42,"2892898","0.68"
"Mauritania",2004,0,0,0,0,"510",4.7,0,1.21,"2980357",""
"Mauritania",2005,0,0,0,5.59,"580",6.52,53.66,0.97,"3068742","0.68"
"Hungary",2000,5.3,3309.28,2449.62,1.32,"4620",70.02,71.25,1.67,"1.02E+07",""
"Hungary",2001,5.52,3426.62,2495.29,1.31,"4800",145.27,72.2,1.78,"1.02E+07",""
"Hungary",2002,5.51,3545.07,2541,1.3,"5290",157.5,72.35,1.63,"1.02E+07",""
"Hungary",2003,5.75,3637.28,2600.41,1.27,"6600",236.93,72.45,1.66,"1.01E+07","0.06"
"Hungary",2004,0,3680.19,2607.57,1.28,"8540",267.14,72.65,1.5,"1.01E+07",""
"Hungary",2005,0,0,0,1.32,"10210",297.41,72.65,1.31,"1.01E+07","0.06"
"Bermuda",2000,7.43,0,0,1.74,"",434.57,77.86,0,"62131",""
"Bermuda",2001,7.39,0,0,0,"",480.31,0,0,"62460",""
"Bermuda",2002,7.94,0,0,1.74,"",0,78.15,0,"62750",""
"Bermuda",2003,7.9,0,0,0,"",571.07,0,0,"63040",""
"Bermuda",2004,0,0,0,0,"",615.92,0,0,"63320",""
"Bermuda",2005,0,0,0,1.75,"",660.69,78.58,0,"63570",""
"Congo, Dem. Rep.",2000,0.03,90.25,294.89,6.7,"80",0.06,42.44,0.98,"5.01E+07",""
"Congo, Dem. Rep.",2001,0.03,86.3,295,0,"80",0.12,0,0,"5.13E+07",""
"Congo, Dem. Rep.",2002,0.03,87.16,295.7,6.7,"90",0.95,43.08,0,"5.27E+07",""
"Congo, Dem. Rep.",2003,0.03,89.75,296.2,0,"100",1.38,0,2.09,"5.42E+07","3.21"
"Congo, Dem. Rep.",2004,0,92.94,296.48,0,"110",2.01,0,3,"5.59E+07",""
"Congo, Dem. Rep.",2005,0,0,0,6.7,"120",2.44,44.03,2.11,"5.75E+07","3.23"
"Mauritius",2000,2.33,0,0,1.99,"3.74E+03",73.3,71.66,0.22,"1186873",""
"Mauritius",2001,2.47,0,0,1.91,"3.86E+03",88.34,71.77,0.21,"1199881",""
"Mauritius",2002,2.46,0,0,1.96,"3.82E+03",103.29,71.97,0.21,"1210196",""
"Mauritius",2003,2.57,0,0,1.97,"4.09E+03",122.67,0,0.2,"1222811","0.22"
"Mauritius",2004,0,0,0,1.98,"4.67E+03",145.94,0,0.19,"1233386",""
"Mauritius",2005,0,0,0,1.98,"5.25E+03",0,73.02,0.2,"1243253","0.55"
"Argentina",2000,3.72,2087.42,1678.79,2.46,"7470",70.47,73.84,1.32,"3.69E+07",""
"Argentina",2001,3.37,2120.65,1573.81,0,"7000",97.92,0,1.35,"3.73E+07",""
"Argentina",2002,3.18,2016.65,1489.55,2.35,"4050",108.92,74.26,1.21,"3.76E+07",""
"Argentina",2003,3.35,2185.49,1574.81,0,"3670",119.19,0,1.18,"3.80E+07","0.57"
"Argentina",2004,0,2300.77,1660.48,0,"3580",160.37,0,1.07,"3.84E+07",""
"Argentina",2005,0,0,0,2.29,"4460",177.13,74.83,0.97,"3.87E+07","0.61"
"Poland",2000,7.82,3239.65,2324.69,1.34,"4.57E+03",72.81,73.75,1.85,"3.85E+07",""
"Poland",2001,7.9,3259.78,2353.09,1.29,"4.65E+03",99.34,74.2,1.91,"3.83E+07",""
"Poland",2002,7.72,3208.25,2331.32,1.24,"4.82E+03",232.27,74.5,1.91,"3.82E+07",""
"Poland",2003,7.97,3325.22,2393.92,1.22,"5.44E+03",234.84,74.6,2,"3.82E+07","0.12"
"Poland",2004,0,3418.14,2402.74,1.23,"6.15E+03",235.71,74.49,1.92,"3.82E+07",""
"Poland",2005,0,0,0,1.24,"7.15E+03",262.02,75,1.79,"3.82E+07","0.12"
"Georgia",2000,0.96,1359.94,613.34,1.52,"7.00E+02",4.87,70.31,0.62,"4720061",""
"Georgia",2001,0.8,1362.4,555.93,0,"6.80E+02",9.97,0,0.74,"4666032",""
"Georgia",2002,0.73,1425.61,558.93,1.48,"7.30E+02",15.93,70.32,1,"4614154",""
"Georgia",2003,0.82,1514.9,600.7,0,"8.60E+02",25.64,0,1.07,"4564661","0.11"
"Georgia",2004,0,1577.25,625.94,1.44,"1.05E+03",38.87,0,1.37,"4517981",""
"Georgia",2005,0,0,0,1.39,"1.30E+03",0,71.31,3.14,"4474404","0.22"
"Bulgaria",2000,5.25,3723.82,2319.6,1.3,"1600",53.35,71.66,2.53,"8060000",""
"Bulgaria",2001,5.63,3907.46,2472.95,1.24,"1720",76.49,71.77,2.71,"7910000",""
"Bulgaria",2002,5.31,3838.23,2430.55,1.21,"1870",80.06,71.87,2.65,"7869000",""
"Bulgaria",2003,5.62,3973.54,2511.57,1.23,"2230",0,72.07,2.58,"7823000",""
"Bulgaria",2004,0,3939.08,2434.26,1.29,"2870",158.59,72.36,2.4,"7781000",""
"Bulgaria",2005,0,0,0,1.31,"3510",205.65,72.56,2.35,"7740000","0.1"
"Germany",2000,9.7,6680.23,4179.81,1.38,"25510",301.67,77.93,1.48,"8.22E+07",""
"Germany",2001,10,6852.96,4293.19,1.35,"24020",315.79,78.33,1.45,"8.23E+07",""
"Germany",2002,9.69,6739.79,4184.46,1.31,"23020",339.36,78.23,1.45,"8.25E+07",""
"Germany",2003,9.75,6898.27,4205.27,1.34,"25620",399.8,78.48,1.44,"8.25E+07","0.11"
"Germany",2004,0,7028.66,4217.79,1.37,"30840",426.58,78.48,1.38,"8.25E+07",""
"Germany",2005,0,0,0,1.36,"34870",454.71,78.93,1.35,"8.25E+07","0.12"
"Norway",2000,7.41,24993.54,5743.04,1.85,"3.57E+04",267.2,78.6,1.75,"4491000",""
"Norway",2001,8.13,25594.95,5861.07,1.78,"3.71E+04",292.36,78.81,1.75,"4513000",""
"Norway",2002,12.55,24617.23,5526,1.75,"3.89E+04",308.2,78.92,2.14,"4538000",""
"Norway",2003,9.86,23196.35,5946.68,1.8,"4.37E+04",346.84,79.49,2.03,"4564900","0.09"
"Norway",2004,0,24644.87,6023.8,1.81,"5.24E+04",390.25,79.84,1.92,"4591950",""
"Norway",2005,0,0,0,1.84,"6.09E+04",735.41,80.04,1.65,"4623300","0.11"
"Japan",2000,9.5,8006.53,4169.12,1.36,"34490",299.52,81.08,0.98,"1.27E+08",""
"Japan",2001,9.35,7861.49,4096.27,1.33,"35050",384.59,81.42,1,"1.27E+08",""
"Japan",2002,9.44,7960.18,4093.12,1.32,"33130",464.67,81.56,1.01,"1.27E+08",""
"Japan",2003,9.64,7839.95,4040.92,1.29,"33430",482.62,81.76,1.01,"1.28E+08","0.1"
"Japan",2004,0,8071.68,4173.36,1.29,"36540",502.18,82.03,0.99,"1.28E+08",""
"Japan",2005,0,0,0,1.26,"38950",667.51,82.08,0.97,"1.28E+08","0.1"
"United Arab Emirates",2000,35.58,11885.74,11022.79,2.75,"1.93E+04",235.6,77.74,3.35,"3247000",""
"United Arab Emirates",2001,33.46,11489.11,10290.42,0,"2.05E+04",279.82,0,3.44,"3488000",""
"United Arab Emirates",2002,33.66,11633.72,10697.12,2.53,"1.99E+04",313.14,78.4,3.34,"3754000",""
"United Arab Emirates",2003,33.41,11435.54,10512.74,0,"2.11E+04",274.74,0,2.86,"4041000","0.2"
"United Arab Emirates",2004,0,11331.25,10141.9,0,"2.40E+04",286.68,0,2.33,"4320000",""
"United Arab Emirates",2005,0,0,0,2.43,"",308.22,79.18,1.93,"4533145","0.2"
"Cuba",2000,2.28,1138.1,1031.94,1.58,"",5.39,76.47,0,"1.11E+07",""
"Cuba",2001,2.18,1160.26,1011.98,1.6,"",10.75,0,0,"1.12E+07",""
"Cuba",2002,2.4,1187.39,963.32,1.67,"",14.3,76.75,0,"1.12E+07",""
"Cuba",2003,2.25,1203.23,935.13,1.63,"",8.73,77,0,"1.12E+07","0.09"
"Cuba",2004,0,1176.88,950.29,1.54,"",13.34,76.9,0,"1.12E+07",""
"Cuba",2005,0,0,0,1.5,"",16.86,77.25,0,"1.13E+07","0.09"
"Costa Rica",2000,1.41,1517.51,841.99,2.39,"3710",58.03,77.69,0,"3928797",""
"Costa Rica",2001,1.4,1541.94,834.99,2.28,"3860",95.65,77.7,0,"4014435",""
"Costa Rica",2002,1.38,1550.18,866.5,2.08,"3900",199.11,78.64,0,"4096943",""
"Costa Rica",2003,1.52,1665.8,879.95,2.08,"4160",215.5,78.64,0,"4176372","0.26"
"Costa Rica",2004,0,1667.28,869.97,2.02,"4420",235.13,78.75,0,"4253037",""
"Costa Rica",2005,0,0,0,2,"4660",254.2,78.95,0,"4327228","0.29"
"Tajikistan",2000,0.65,2176.8,469.64,4,"180",0.49,63.45,1.2,"6172835",""
"Tajikistan",2001,0.69,2160.75,504.33,0,"180",0.51,0,1.15,"6245969",""
"Tajikistan",2002,0.75,2172.27,478.01,3.81,"180",0.55,63.55,2.09,"6317813",""
"Tajikistan",2003,0.73,2195.24,498.7,0,"210",0.64,0,2.24,"6390641","0.1"
"Tajikistan",2004,0,2226.87,515.66,0,"280",0.77,0,2.17,"6467377",""
"Tajikistan",2005,0,0,0,3.53,"330",0,64.02,0,"6550213","0.14"
"Sri Lanka",2000,0.53,276.67,417.53,1.9,"810",6.28,73.59,4.53,"1.94E+07",""
"Sri Lanka",2001,0.54,282.03,422.7,0,"840",8.01,0,3.85,"1.87E+07",""
"Sri Lanka",2002,0.56,294.1,417.74,1.97,"850",10.52,73.92,3.11,"1.90E+07",""
"Sri Lanka",2003,0.54,325.14,448.92,1.97,"930",14.54,0,2.67,"1.93E+07","0.1"
"Sri Lanka",2004,0,344.16,485,1.94,"1040",14.39,0,2.78,"1.95E+07",""
"Sri Lanka",2005,0,0,0,1.91,"1170",0,74.67,2.65,"1.96E+07","0.1"
"India",2000,1.14,402.02,503.96,3.07,"4.50E+02",5.41,62.92,3.05,"1.02E+09",""
"India",2001,1.13,403.03,503.44,0,"4.60E+02",6.78,0,3.02,"1.03E+09",""
"India",2002,1.17,416.6,508.96,2.92,"4.70E+02",15.81,63.38,2.92,"1.05E+09",""
"India",2003,1.2,434.81,515.47,2.92,"5.30E+02",17.36,0,2.75,"1.06E+09","0.89"
"India",2004,0,457.32,530.55,2.88,"6.30E+02",32.42,0,2.94,"1.08E+09",""
"India",2005,0,0,0,2.84,"7.30E+02",54.82,63.5,2.87,"1.09E+09","0.92"
"Greenland",2000,9.91,0,0,2.31,"",317.46,65.93,0,"56200",""
"Greenland",2001,9.95,0,0,2.45,"",354.92,66.93,0,"56350",""
"Greenland",2002,9.97,0,0,2.49,"",441.7,68.86,0,"56600",""
"Greenland",2003,10,0,0,2.36,"",546.11,0,0,"56765",""
"Greenland",2004,0,0,0,0,"",667.7,0,0,"56912",""
"Greenland",2005,0,0,0,0,"",0,0,0,"56935",""
"Jordan",2000,3.23,1376.97,1081.6,3.84,"1790",26.54,70.65,8.86,"4797500",""
"Jordan",2001,3.15,1401.93,1039.55,0,"1850",47.59,0,8.44,"4917500",""
"Jordan",2002,3.25,1478.36,1062.92,3.53,"1890",61.03,71.26,8.11,"5038000",""
"Jordan",2003,3.31,1516.46,1071.46,0,"2000",85.99,0,8.98,"5164000","0.2"
"Jordan",2004,0,1620.04,1232.33,0,"2260",119,0,8.08,"5290000",""
"Jordan",2005,0,0,0,3.29,"2490",0,72.02,7.67,"5411500","0.2"
"Senegal",2000,0.39,138.55,239.49,5.27,"450",3.87,55.2,1.43,"1.03E+07",""
"Senegal",2001,0.41,152.3,239.2,0,"440",9.44,0,1.51,"1.06E+07",""
"Senegal",2002,0.43,159.54,236.27,5,"420",9.67,55.53,1.49,"1.09E+07",""
"Senegal",2003,0.43,167.19,233.21,5.3,"490",20.24,0,1.51,"1.11E+07","0.92"
"Senegal",2004,0,176.09,241.61,0,"600",42.33,0,1.41,"1.14E+07",""
"Senegal",2005,0,0,0,4.9,"700",46.32,56.45,1.51,"1.17E+07","0.91"
"Heavily indebted poor countries (HIPC)",2000,0.18,145.75,366.01,5.6,"2.81E+02",2.03,48.41,2.44,"4.91E+08",""
"Heavily indebted poor countries (HIPC)",2001,0.18,156.85,368.79,0,"2.76E+02",3.39,0,2.12,"5.03E+08",""
"Heavily indebted poor countries (HIPC)",2002,0.19,159.44,376.81,5.51,"2.74E+02",5.24,48.56,2.16,"5.15E+08",""
"Heavily indebted poor countries (HIPC)",2003,0.19,164.41,382.73,0,"2.96E+02",8.29,0,1.84,"5.28E+08","4.21"
"Heavily indebted poor countries (HIPC)",2004,0,166.85,390.98,0,"3.39E+02",11.65,0,1.69,"5.41E+08",""
"Heavily indebted poor countries (HIPC)",2005,0,0,0,5.3,"3.84E+02",18.03,49.36,0,"5.54E+08","3.8"
"Eritrea",2000,0.17,0,0,5.69,"1.80E+02",1.41,52.75,36.41,"3556531",""
"Eritrea",2001,0.17,0,0,0,"1.80E+02",1.62,0,24.83,"3706696",""
"Eritrea",2002,0.17,0,0,5.53,"1.70E+02",2.32,53.41,23.9,"3875007",""
"Eritrea",2003,0.17,0,0,0,"1.60E+02",2.34,0,19.32,"4053494","2.39"
"Eritrea",2004,0,0,0,0,"1.60E+02",11.82,0,0,"4231538",""
"Eritrea",2005,0,0,0,5.24,"1.70E+02",15.9,54.9,0,"4401357","2.36"
"Namibia",2000,0.92,1259.48,544.23,4.29,"1870",15.84,52.28,3.32,"1894436",""
"Namibia",2001,1.07,1238.91,594.84,0,"1770",23.32,0,2.66,"1929929",""
"Namibia",2002,1.08,1297.91,619.36,3.95,"1740",25.51,48.54,2.67,"1960077",""
"Namibia",2003,1.17,1324.8,639.99,0,"1990",32.73,0,2.64,"1985964","19.48"
"Namibia",2004,0,1388.58,665.42,0,"2380",37.33,0,2.81,"2009251",""
"Namibia",2005,0,0,0,3.66,"2960",0,46.93,3.02,"2031252","19.56"
"Myanmar",2000,0.19,73.67,265.17,2.68,"",0.15,59.48,2.31,"4.77E+07",""
"Myanmar",2001,0.16,66.83,256.42,0,"",0.21,0,1.8,"4.83E+07",""
"Myanmar",2002,0.18,97.89,266.03,2.46,"",0.51,60.07,1.3,"4.89E+07",""
"Myanmar",2003,0.19,101.11,276.49,0,"",0.57,0,0,"4.95E+07","1.38"
"Myanmar",2004,0,103.61,282.86,0,"",1.27,0,0,"5.00E+07",""
"Myanmar",2005,0,0,0,2.23,"",1.54,61.11,0,"5.05E+07","1.25"
"Uruguay",2000,1.48,1990.4,932.49,2.19,"6220",106.03,74.89,1.75,"3300848",""
"Uruguay",2001,1.37,1970.77,817.63,2.14,"5760",111.84,74.87,1.77,"3308357",""
"Uruguay",2002,1.31,1895.41,758.04,2.15,"4480",114.85,74.84,1.66,"3308527",""
"Uruguay",2003,1.32,1841.36,761.91,2.1,"3860",160.43,74.88,1.51,"3303540","0.43"
"Uruguay",2004,0,1945.04,867.12,2.08,"4040",171.78,75.22,1.15,"3301732",""
"Uruguay",2005,0,0,0,2,"4560",202.07,75.61,1.38,"3305723","0.49"
"Latin America & Caribbean",2000,2.51,1578.62,1153.42,2.61,"3770.13",38.15,71.21,1.35,"5.13E+08",""
"Latin America & Caribbean",2001,2.47,1542.35,1138.6,0,"3626.77",56.19,0,1.43,"5.21E+08",""
"Latin America & Caribbean",2002,2.37,1567.89,1133.24,2.53,"3364.11",81.79,71.74,1.39,"5.28E+08",""
"Latin America & Caribbean",2003,2.37,1614.11,1132.54,0,"3362.4",98.32,0,1.25,"5.35E+08","0.53"
"Latin America & Caribbean",2004,0,1667.19,1168.82,0,"3687.85",116.81,0,1.2,"5.42E+08",""
"Latin America & Caribbean",2005,0,0,0,2.42,"4156.52",155.97,72.52,1.24,"5.49E+08","0.57"
"Libya",2000,8.79,2243.39,3207.54,3.18,"",1.88,73.14,3.15,"5306250",""
"Libya",2001,8.87,2268.81,3190.89,0,"",3.7,0,2.73,"5411653",""
"Libya",2002,8.89,2382.8,3205.03,3.03,"",22.65,73.66,2.36,"5519134",""
"Libya",2003,8.91,2414.96,3203.43,0,"4.32E+03",28.43,0,2.27,"5628663","0.2"
"Libya",2004,0,2519.45,3169.43,0,"4.47E+03",35.71,0,1.86,"5740148",""
"Libya",2005,0,0,0,0,"5.93E+03",0,74.35,0,"5853452","0.2"
"Sub-Saharan Africa",2000,0.72,493.11,660.36,5.54,"485.06",5.1,46.66,1.85,"6.69E+08",""
"Sub-Saharan Africa",2001,0.72,498.43,665.59,0,"476.87",6.75,0,1.77,"6.85E+08",""
"Sub-Saharan Africa",2002,0.74,518.25,662.82,5.45,"467.38",9.36,46.44,1.96,"7.02E+08",""
"Sub-Saharan Africa",2003,0.74,532.19,676.7,0,"508.96",13.37,0,1.67,"7.19E+08","6.38"
"Sub-Saharan Africa",2004,0,541.19,691.65,0,"602.64",16.87,0,1.58,"7.35E+08",""
"Sub-Saharan Africa",2005,0,0,0,5.27,"742.94",28.63,47.16,1.58,"7.53E+08","5.8"
"Andorra",2000,0,0,0,0,"",0,0,0,"",""
"Andorra",2001,0,0,0,0,"",0,0,0,"",""
"Andorra",2002,0,0,0,0,"",0,0,0,"",""
"Andorra",2003,0,0,0,0,"",152.26,0,0,"66000",""
"Andorra",2004,0,0,0,0,"",166.67,0,0,"66000",""
"Andorra",2005,0,0,0,0,"",331.15,0,0,"66200",""
"Low income",2000,0.8,326.47,483.7,3.89,"382.05",3.43,58.28,2.88,"2.15E+09",""
"Low income",2001,0.8,330.91,485.54,0,"390.87",4.91,0,2.8,"2.19E+09",""
"Low income",2002,0.82,343.4,490.78,3.76,"393.65",10.5,58.58,2.85,"2.23E+09",""
"Low income",2003,0.83,357.64,496.92,0,"436.8",16.4,0,2.61,"2.28E+09","1.68"
"Low income",2004,0,373.82,510.41,0,"505.77",27.04,0,2.7,"2.32E+09",""
"Low income",2005,0,0,0,3.63,"584.2",44.04,59.01,2.56,"2.36E+09","1.66"
"Rwanda",2000,0.07,0,0,0,"2.50E+02",0.62,40.93,3.39,"8024511",""
"Rwanda",2001,0.07,0,0,0,"2.30E+02",2.39,0,3.34,"8383013",""
"Rwanda",2002,0.07,0,0,0,"2.10E+02",2.9,43.52,2.95,"8613903",""
"Rwanda",2003,0.07,0,0,0,"2.00E+02",3.54,0,2.54,"8757694","3.75"
"Rwanda",2004,0,0,0,6.1,"2.10E+02",4.28,0,2.28,"8882365",""
"Rwanda",2005,0,0,0,5.8,"2.30E+02",5.53,44.12,2.17,"9037690","3"
"Swaziland",2000,0.96,0,0,4.4,"1370",9.57,45.44,1.93,"1045000",""
"Swaziland",2001,0.92,0,0,0,"1370",13.11,0,1.7,"1067944",""
"Swaziland",2002,0.89,0,0,4.2,"1180",18.38,43.74,0,"1088176",""
"Swaziland",2003,0.86,0,0,4.1,"1320",24.42,42.97,0,"1105525","32.43"
"Swaziland",2004,0,0,0,4,"1670",32.15,42.2,0,"1119841",""
"Swaziland",2005,0,0,0,3.91,"2210",0,41.46,0,"1131000","33.38"
